Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report Filename,Diamond Image,VideoLink,Sarine Loupe,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
518-1113K,G,RBC,0.56,G,VS2,EX,EX,EX,N,N,5.3*5.27*3.28,No,Borderline,GIA,2408326197,,,3003.000,-23.000,3003.000,-23.000,62.00,56.00,,,3.50,Faceted,NONE,,15.50,35.00,43.00,40.80,GIA 2408326197,,"Cloud, Feather","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2408326197&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-518-1113,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-518-1113,,,,,,,,1,
512-1006SICI,G,RBC,0.80,D,SI1,VG,G,VG,S,B,5.94*5.9*3.68,No,Borderline,GIA,6401326016,,,2793.000,-43.000,2793.000,-43.000,62.20,58.00,,,4.00,Faceted,NONE,,15.00,35.50,43.50,41.00,GIA 6401326016,,"Crystal, Twinning Wisp, Cavity, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401326016&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-512-1006,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-512-1006,,,,,,,,1,
518-612K,G,RAD,0.71,F,SI2,,EX,VG,F,N,4.95*4.88*3.39,No,E1,GIA,6402328009,,,1856.000,-42.000,1856.000,-42.000,69.40,64.00,,,,,NONE,,,,,,GIA 6402328009,,Feather,"NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6402328009&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-518-612,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-518-612,,,,,,,,1,
501-976CIS,G,PB,0.90,D,SI2,,VG,EX,VS,B,8.14*5.14*3.42,No,Borderline,GIA,6401892665,,,2300.000,-50.000,2300.000,-50.000,66.60,54.00,,,,Faceted,NONE,,,,,,GIA 6401892665,,"Twinning Wisp, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401892665&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-501-976,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-501-976,,,,,,,,1,
537-1179CISI,G,RBC,0.40,H,SI1,VG,VG,VG,N,N,4.64*4.57*2.96,No,E1,GIA,6415067893,,,1562.000,-29.000,1562.000,-29.000,64.20,59.00,,,0.05,Faceted,NONE,,0.16,36.50,0.44,41.40,GIA 6415067893,,"Crystal, Cloud, Indented Natural","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6415067893&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-537-1179,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-537-1179,,,,,,,,1,
517-796CS,G,RBC,0.50,D,SI1,VG,EX,VG,N,N,5.01*4.96*3.19,No,E1,GIA,6412070255,,,2508.000,-34.000,2508.000,-34.000,64.00,58.00,,,5.00,Faceted,NONE,,16.00,37.00,43.00,40.80,GIA 6412070255,,"Cloud, Crystal, Feather, Cavity","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6412070255&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-517-796,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-517-796,,,,,,,,1,
519-910K,G,RBC,0.50,F,SI1,EX,EX,VG,N,N,5.09*5.05*3.16,No,YES,GIA,6412070597,,,2415.000,-31.000,2415.000,-31.000,62.40,56.00,,,3.50,Faceted,NONE,,16.00,36.50,43.00,40.80,GIA 6412070597,,Cloud,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6412070597&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-519-910,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-519-910,,,,,,,,1,
537-1364SI,G,RBC,0.50,F,SI1,VG,EX,VG,F,N,5*4.95*3.2,No,E1,GIA,7416070331,,,2310.000,-34.000,2310.000,-34.000,64.30,58.00,,,0.05,Faceted,NONE,,0.16,37.00,0.44,41.20,GIA 7416070331,,"Twinning Wisp, Cloud, Cavity","NO BGM,SIDE SMALL BLACK",0.5,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7416070331&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-537-1364,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-537-1364,,,,,,,,1,
537-856C,G,RBC,0.50,F,SI1,EX,EX,VG,N,N,5.1*5.03*3.18,No,Borderline,GIA,2416070286,,,2415.000,-31.000,2415.000,-31.000,62.80,57.00,,,3.50,Faceted,NONE,,16.00,36.50,43.50,41.00,GIA 2416070286,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2416070286&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-537-856,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-537-856,,,,,,,,1,
521-1089CI,G,RBC,0.53,F,VS1,EX,EX,EX,N,N,5.18*5.16*3.2,No,YES,GIA,1413069804,,,3300.000,-25.000,3300.000,-25.000,61.90,57.00,,,3.50,Faceted,NONE,,15.50,36.00,42.50,40.60,GIA 1413069804,,"Crystal, Cloud, Needle, Pinpoint","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1413069804&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-521-1089,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-521-1089,,,,,,,,1,
517-1072K,G,RBC,0.24,E,VVS2,EX,EX,EX,N,N,4.04*4.01*2.44,No,YES,GIA,6401952769,,,1738.500,-5.000,1738.500,-5.000,60.60,58.00,,,3.50,Faceted,NONE,,13.50,33.00,43.50,41.00,GIA 6401952769,,"Pinpoint, Needle, Feather","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401952769&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-517-1072,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-517-1072,,,,,,,,1,
458-893CSI,G,RBC,0.55,D,SI1,EX,EX,EX,N,N,5.25*5.22*3.25,No,Borderline,GIA,7411365893,,,2812.000,-26.000,2812.000,-26.000,62.10,56.00,,,0.04,Faceted,NONE,,0.15,34.50,0.43,40.80,GIA 7411365893,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",0.5,None,,,,None,,,,,,,,,http://www.gia.edu/cs/Satellite?reportno=7411365893&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-458-893,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-458-893,,,,,,,,1,
458-1013K,G,RBC,0.57,I,VS2,EX,EX,EX,N,N,5.36*5.32*3.32,No,YES,GIA,2407266817,,,2464.000,-23.000,2464.000,-23.000,62.20,58.00,,,4.00,Faceted,NONE,,13.50,33.00,44.50,41.80,GIA 2407266817,,Feather,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2407266817&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-458-1013,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-458-1013,,,,,,,,1,
458-1113SI,G,RBC,0.33,J,SI2,EX,EX,EX,N,N,4.44*4.4*2.77,No,Borderline,GIA,7393796281,,,936.000,-28.000,936.000,-28.000,62.60,57.00,,,4.00,Faceted,NONE,,15.00,34.50,44.00,41.40,GIA 7393796281,,"Feather, Crystal","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7393796281&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-458-1113,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-458-1113,,,,,,,,1,
458-1014K,G,MQ,0.70,F,VVS1,,EX,VG,M,Y,9.07*4.47*2.92,No,YES,GIA,1409325728,,,2800.000,-44.000,2800.000,-44.000,65.40,50.00,,,,Faceted,NONE,,,,,,GIA 1409325728,,"Feather, Surface Graining","NO BGM,NO BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1409325728&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-458-1014,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-458-1014,,,,,,,,1,
450-1368K,G,RBC,0.23,D,IF,EX,EX,EX,N,N,3.96*3.94*2.47,No,YES,GIA,7406371951,,,2287.500,25.000,2287.500,25.000,62.60,56.00,,,3.00,Faceted,NONE,,15.50,35.50,44.00,41.40,GIA 7406371951,,Minor Details of Polish,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7406371951&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-450-1368,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-450-1368,,,,,,,,1,
461-696CISI,G,RBC,0.30,F,SI1,EX,VG,VG,M,B,4.35*4.3*2.59,No,E1,GIA,7401372144,,,1197.000,-43.000,1197.000,-43.000,59.90,60.00,,,4.00,Faceted,VERY SMALL,,13.00,33.00,43.00,40.80,GIA 7401372144,,"Cloud, Feather, Crystal","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7401372144&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-461-696,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-461-696,,,,,,,,1,
436-1255S,G,RBC,0.33,F,VS1,EX,EX,EX,F,N,4.45*4.42*2.78,No,YES,GIA,1407371996,,,1608.000,-33.000,1608.000,-33.000,62.70,57.00,,,3.50,Faceted,NONE,,15.50,35.50,44.00,41.40,GIA 1407371996,,"Crystal, Pinpoint","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1407371996&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-436-1255,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-436-1255,,,,,,,,1,
453-1103CISI,G,RBC,0.33,E,VS2,EX,EX,EX,N,N,4.46*4.43*2.75,No,Borderline,GIA,7401372244,,,1656.000,-31.000,1656.000,-31.000,61.80,57.00,,,3.00,Faceted,NONE,,15.00,35.00,44.00,41.40,GIA 7401372244,,"Twinning Wisp, Feather, Indented Natural","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7401372244&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-453-1103,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-453-1103,,,,,,,,1,
457-673K,G,RBC,0.33,I,VS1,EX,VG,EX,N,N,4.44*4.41*2.76,No,YES,GIA,7401369293,,,1449.000,-31.000,1449.000,-31.000,62.40,58.00,,,4.00,Faceted,NONE,,15.00,35.00,44.00,41.40,GIA 7401369293,,"Feather, Cloud, Pinpoint, Needle","NO BGM,NO BLACK",45,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7401369293&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-457-673,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-457-673,,,,,,,,1,
436-1648C,G,RBC,0.34,H,SI1,EX,EX,EX,F,N,4.48*4.45*2.8,No,E1,GIA,3405371920,,,1330.000,-30.000,1330.000,-30.000,62.80,57.00,,,3.50,Faceted,NONE,,15.50,35.50,44.00,41.40,GIA 3405371920,,"Crystal, Feather","NO BGM,TABLE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3405371920&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-436-1648,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-436-1648,,,,,,,,1,
453-845K,G,RBC,0.34,D,VS1,EX,EX,EX,N,N,4.52*4.49*2.79,No,YES,GIA,7401372221,,,1917.000,-29.000,1917.000,-29.000,61.80,56.00,,,3.00,Faceted,NONE,,16.00,36.00,43.00,40.60,GIA 7401372221,,"Feather, Cloud, Pinpoint","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7401372221&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-453-845,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-453-845,,,,,,,,1,
457-788S,G,RBC,0.35,I,VS2,EX,EX,EX,N,N,4.53*4.49*2.82,No,Borderline,GIA,2406370257,,,1387.000,-27.000,1387.000,-27.000,62.60,58.00,,,4.00,Faceted,NONE,,14.50,34.50,44.50,41.60,GIA 2406370257,,"Crystal, Feather","NO BGM,SIDE SMALL BLACK",45,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2406370257&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-457-788,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-457-788,,,,,,,,1,
470-588S,G,RBC,0.36,I,SI1,EX,VG,EX,N,N,4.54*4.51*2.86,No,Borderline,GIA,2404374062,,,1207.000,-29.000,1207.000,-29.000,63.20,56.00,,,3.50,Faceted,NONE,,16.00,36.00,43.50,41.20,GIA 2404374062,,"Twinning Wisp, Crystal, Feather","NO BGM,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2404374062&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-470-588,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-470-588,,,,,,,,1,
453-1202CI,G,RBC,0.37,E,SI2,EX,EX,VG,F,N,4.66*4.62*2.83,No,E1,GIA,7406372210,,,1216.000,-36.000,1216.000,-36.000,61.00,58.00,,,4.00,Faceted,NONE,,14.50,35.00,42.50,40.60,GIA 7406372210,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7406372210&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-453-1202,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-453-1202,,,,,,,,1,
462-1051K,G,RBC,0.50,G,VS1,EX,EX,VG,N,N,5.16*5.12*3.07,No,YES,GIA,7403374555,,,2940.000,-30.000,2940.000,-30.000,59.70,61.00,,,4.00,Faceted,NONE,,12.50,33.00,43.00,40.80,GIA 7403374555,,"Feather, Internal Graining","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7403374555&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-462-1051,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-462-1051,,,,,,,,1,
453-1277CISI,G,RBC,0.30,E,SI2,EX,VG,VG,N,N,4.35*4.3*2.58,No,E1,GIA,5406354613,,,1216.000,-36.000,1216.000,-36.000,59.70,61.00,,,4.00,Faceted,NONE,,12.50,33.00,43.00,40.80,GIA 5406354613,,"Feather, Cavity","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",45,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5406354613&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-453-1277,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-453-1277,,,,,,,,1,
449-728SCI,G,RBC,0.57,K,SI1,EX,EX,EX,N,N,5.47*5.44*3.18,No,Borderline,GIA,6392751224,,,1320.000,-34.000,1320.000,-34.000,58.30,61.00,,,3.00,Faceted,NONE,,12.50,32.50,43.00,40.80,GIA 6392751224,,"Crystal, Twinning Wisp, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6392751224&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-449-728,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-449-728,,,,,,,,1,
410-684CSI,G,RAD,0.82,G,I1,,VG,VG,M,B,6.01*4.83*3.05,No,E1,GIA,2397747913,,,1533.000,-27.000,1533.000,-27.000,63.20,74.00,,,,,NONE,,,,,,GIA 2397747913,,"Crystal, Feather, Cloud","NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2397747913&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-410-684,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-410-684,,,,,,,,1,
449-1097K,G,RBC,0.30,I,VS2,EX,EX,VG,N,N,4.31*4.29*2.64,No,Borderline,GIA,2404266748,,,1311.000,-31.000,1311.000,-31.000,61.50,59.00,,,4.00,Faceted,NONE,,14.50,35.00,43.50,41.00,GIA 2404266748,,"Feather, Cavity","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2404266748&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-449-1097,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-449-1097,,,,,,,,1,
449-1105C,G,RBC,0.30,I,VS1,VG,VG,VG,N,N,4.24*4.22*2.68,No,YES,GIA,7406266425,,,1407.000,-33.000,1407.000,-33.000,63.50,56.00,,,4.50,Faceted,NONE,,16.50,36.50,42.50,40.60,GIA 7406266425,,"Twinning Wisp, Crystal, Indented Natural, Pinpoint","NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7406266425&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-449-1105,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-449-1105,,,,,,,,1,
433-448CISI,G,RBC,0.32,F,SI1,EX,EX,EX,N,N,4.37*4.34*2.73,No,Borderline,GIA,6405266371,,,1470.000,-30.000,1470.000,-30.000,62.60,57.00,,,4.00,Faceted,NONE,,14.50,34.50,44.00,41.40,GIA 6405266371,,Crystal,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6405266371&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-433-448,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-433-448,,,,,,,,1,
428-833CS,G,RBC,0.33,F,SI1,EX,EX,EX,N,N,4.45*4.43*2.76,No,E1,GIA,6401266274,,,1470.000,-30.000,1470.000,-30.000,62.20,58.00,,,4.00,Faceted,NONE,,15.00,35.50,43.50,41.20,GIA 6401266274,,"Crystal, Feather","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401266274&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-428-833,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-428-833,,,,,,,,1,
428-857SI,G,RBC,0.33,H,VS2,EX,EX,EX,N,N,4.45*4.42*2.75,No,Borderline,GIA,6401266388,,,1575.000,-25.000,1575.000,-25.000,62.00,56.00,,,3.00,Faceted,NONE,,16.00,36.00,43.00,40.80,GIA 6401266388,,Feather,"NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6401266388&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-428-857,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-428-857,,,,,,,,1,
449-452K,G,RBC,0.34,K,VVS2,EX,EX,EX,N,N,4.5*4.46*2.76,No,YES,GIA,7408269171,,,1088.000,-36.000,1088.000,-36.000,61.60,58.00,,,3.50,Faceted,NONE,,15.50,36.50,43.00,40.80,GIA 7408269171,,"Feather, Cloud","NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7408269171&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-449-452,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-449-452,,,,,,,,1,
457-810CISI,G,RBC,0.34,H,VS1,EX,EX,EX,N,N,4.48*4.46*2.75,No,YES,GIA,5403266166,,,1650.000,-25.000,1650.000,-25.000,61.50,58.00,,,3.50,Faceted,NONE,,15.50,36.00,42.50,40.60,GIA 5403266166,,"Crystal, Needle, Pinpoint","NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5403266166&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-457-810,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-457-810,,,,,,,,1,
458-11077K,G,RBC,0.38,J,VS2,EX,EX,EX,N,N,4.73*4.71*2.8,No,YES,GIA,5406268880,,,1258.000,-26.000,1258.000,-26.000,59.40,60.00,,,3.50,Faceted,NONE,,13.00,33.00,43.00,40.80,GIA 5406268880,,Feather,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5406268880&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-458-1107,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-458-1107,,,,,,,,1,
453-642SI,G,RBC,0.42,D,SI1,EX,VG,EX,N,N,4.84*4.81*2.97,No,Borderline,GIA,2406269169,,,1794.000,-31.000,1794.000,-31.000,61.60,60.00,,,3.50,Faceted,NONE,,13.50,34.50,44.00,41.60,GIA 2406269169,,"Twinning Wisp, Knot","NO BGM,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2406269169&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-453-642,https://skrishna.co/DiamondDetail/DiamondDetail?stoneno=21-453-642,,,,,,,,1,
