Stock #,Availability,Shape,CARAT,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,NR PPC,NR TOTAL
237-40A,G,OV,0.50,I,VS2,G,EX,VG,S,B,5.84 - 4.45 * 2.83,GIA,7356120558,,1007.000,47.000,1045.00,45.000,,,,63.50,53.00,,,,Faceted,NON,,,,,,GIA 7356120558,,MUMBAI,1007.000,503.500
222-171A,G,OV,0.41,D,VS2,EX,VG,G,N,N,5.77 - 4.12 * 2.60,GIA,1349752873,,1430.000,35.000,1474.00,33.000,,,,63.10,61.00,,,,Faceted,NON,,,,,,GIA 1349752873,,MUMBAI,1430.000,586.300
214-86A,G,RBC,0.55,D,SI1,EX,EX,EX,N,N,5.26 - 5.23 * 3.28,GIA,1349566981,,1972.000,42.000,2040.00,40.000,,,,62.50,56.00,,,3.00,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 1349566981,,MUMBAI,1972.000,1084.600
237-68A,G,OV,0.50,I,VS1,G,EX,VG,S,B,5.82 - 4.25 * 2.86,GIA,6352039867,,980.000,51.000,1020.00,49.000,,,,67.30,53.00,,,,Faceted,NON,,,,,,GIA 6352039867,,MUMBAI,980.000,490.000
241-64B,G,EM,0.40,J,VVS2,VG,EX,VG,N,N,4.83 - 3.67 * 2.50,GIA,7351258965,,825.000,45.000,855.00,43.000,,,,68.10,65.00,,,,Faceted,NON,,,,,,GIA 7351258965,,MUMBAI,825.000,330.000
230-2243A,G,RBC,0.20,D,VS2,EX,EX,EX,N,N,3.84 - 3.83 * 2.26,GIA,6352242613,,1219.000,-6.000,1242.00,-8.000,,,,59.00,61.00,,,3.50,Faceted,NON,,12.50,32.50,43.00,40.80,GIA 6352242613,,MUMBAI,1219.000,243.800
226-23B,G,OV,0.30,G,SI2,EX,EX,VG,F,N,5.16 - 3.76 * 2.39,GIA,5346955673,,936.000,22.000,960.00,20.000,,,,63.60,55.00,,,,Faceted,NON,,,,,,GIA 5346955673,,MUMBAI,936.000,280.800
238-118A,G,RBC,0.40,F,SI2,EX,EX,VG,M,B,4.71 - 4.66 * 2.92,GIA,2356120919,,1044.000,42.000,1080.00,40.000,,,,62.40,59.00,,,4.00,Faceted,NON,,14.50,35.50,43.50,41.20,GIA 2356120919,,MUMBAI,1044.000,417.600
227-114A,G,RBC,0.80,K,SI2,VG,EX,VG,F,N,5.88 - 5.82 * 3.72,GIA,1347867122,,1428.000,32.000,1470.00,30.000,,,,63.50,54.00,,,4.50,Faceted,NON,,16.50,36.00,42.00,40.20,GIA 1347867122,,MUMBAI,1428.000,1142.400
236-42A,G,RBC,0.54,J,VS2,EX,EX,EX,S,B,5.21 - 5.17 * 3.26,GIA,7358040777,,1288.000,44.000,1334.00,42.000,,,,62.90,57.00,,,4.00,Faceted,NON,,15.00,35.00,43.50,41.20,GIA 7358040777,,MUMBAI,1288.000,695.520
221-414A,G,EM,0.31,I,VVS1,VG,EX,G,F,N,4.61 - 3.28 * 2.12,GIA,1343827870,,714.000,49.000,742.00,47.000,,,,64.80,60.00,,,,Faceted,NON,,,,,,GIA 1343827870,,MUMBAI,714.000,221.340
225-42A,G,RBC,1.30,I,SI2,EX,EX,EX,M,B,7.02 - 6.98 * 4.34,GIA,1357000130,,3283.000,33.000,3381.00,31.000,,,,62.00,59.00,,,4.00,Faceted,NON,,13.50,33.50,44.50,41.80,GIA 1357000130,,MUMBAI,3283.000,4267.900
230-1886A,G,RBC,0.19,D,VS1,EX,EX,EX,N,N,3.70 - 3.68 * 2.29,GIA,1353161314,,1403.000,-22.000,1426.00,-24.000,,,,62.10,57.00,,,3.50,Faceted,NON,,14.50,34.00,44.00,41.60,GIA 1353161314,,MUMBAI,1403.000,266.570
222-453A,G,RBC,0.40,H,SI2,EX,EX,EX,N,N,4.76 - 4.73 * 2.93,GIA,1347766665,,1156.000,32.000,1190.00,30.000,,,,61.70,60.00,,,3.50,Faceted,NON,,14.00,35.00,44.00,41.40,GIA 1347766665,,MUMBAI,1156.000,462.400
211-114A,G,RBC,1.00,H,SI2,EX,EX,EX,N,N,6.36 - 6.40 * 3.99,IGI,400929848,,2650.000,50.000,2756.00,48.000,,,,62.40,57.00,,,3.60,Faceted,Pointed,,15.50,35.60,43.50,41.10,,IDEAL CUT ROUND BRILLIANT,MUMBAI,2650.000,2650.000
235-45A,G,RBC,0.74,G,VVS2,EX,EX,EX,S,B,5.79 - 5.76 * 3.60,GIA,2357050124,,2820.000,40.000,2914.00,38.000,,,,62.30,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.60,GIA 2357050124,,MUMBAI,2820.000,2086.800
205-210A,G,RBC,1.15,L,SI2,EX,EX,VG,M,N,6.79 - 6.82 * 4.06,IGI,407934794,,3300.000,0.000,3366.00,-2.000,,,,59.70,58.50,,,3.40,Faceted,Pointed,,14.00,33.80,42.50,40.60,,IDEAL CUT ROUND BRILLIANT,MUMBAI,3300.000,3795.000
212-96A,G,PB,0.32,J,VS2,VG,VG,G,N,N,6.04 - 4.02 * 2.23,GIA,5343482960,,670.000,33.000,690.00,31.000,,,,55.40,62.00,,,,Faceted,NON,,,,,,GIA 5343482960,,MUMBAI,670.000,214.400
219-41A,G,RBC,0.26,E,VS2,EX,EX,EX,N,N,4.11 - 4.09 * 2.54,GIA,2346677315,,1431.700,-3.000,1459.50,-5.000,,,,61.90,57.00,,,4.00,Faceted,NON,,14.50,33.50,44.00,41.40,GIA 2346677315,,MUMBAI,1431.700,372.240
229-280A,G,RBC,0.30,D,VVS1,EX,EX,EX,N,N,4.27 - 4.26 * 2.70,GIA,5346971689,,2072.000,26.000,2128.00,24.000,,,,63.20,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 5346971689,,MUMBAI,2072.000,621.600
233-69B,G,EM,0.30,I,VS1,EX,EX,G,F,N,4.48 - 3.43 * 2.16,GIA,1343738490,,708.000,41.000,732.00,39.000,,,,63.00,66.00,,,,Faceted,NON,,,,,,GIA 1343738490,,MUMBAI,708.000,212.400
222-239A,G,RBC,0.40,I,SI2,VG,EX,VG,N,N,4.60 - 4.55 * 2.96,GIA,1349849839,,928.000,42.000,960.00,40.000,,,,64.70,57.00,,,5.50,Faceted,NON,,16.50,37.50,42.50,40.40,GIA 1349849839,,MUMBAI,928.000,371.200
237-140A,G,RBC,0.55,E,SI2,EX,EX,EX,M,B,5.23 - 5.20 * 3.28,GIA,1359085512,,1430.000,45.000,1482.00,43.000,,,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 1359085512,,MUMBAI,1430.000,786.500
228-208A,G,RBC,0.34,I,VVS2,EX,EX,EX,N,N,4.45 - 4.42 * 2.81,GIA,1358026945,,1235.000,35.000,1273.00,33.000,,,,63.20,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 1358026945,,MUMBAI,1235.000,419.900
216-1178A,G,RBC,0.20,G,VS1,EX,EX,EX,F,N,3.84 - 3.82 * 2.29,GIA,2347706337,,1132.200,-11.000,1152.60,-13.000,,,,59.80,60.00,,,3.00,Faceted,NON,,12.50,32.50,44.00,41.40,GIA 2347706337,,MUMBAI,1132.200,226.440
225-108A,G,RBC,0.31,F,VVS1,EX,EX,EX,N,N,4.44 - 4.42 * 2.66,GIA,6352026273,,1950.000,22.000,2000.00,20.000,,,,60.00,58.00,,,3.00,Faceted,NON,,14.00,33.50,43.00,40.80,GIA 6352026273,,MUMBAI,1950.000,604.500
231-323A,G,RBC,0.30,H,VS1,F,EX,VG,N,N,4.07 - 4.02 * 2.79,GIA,6351258795,,988.000,48.000,1026.00,46.000,,,,69.00,59.00,,,7.00,Faceted,NON,,17.00,39.00,45.00,42.00,GIA 6351258795,,MUMBAI,988.000,296.400
225-157D,G,RBC,0.59,J,SI1,EX,EX,EX,F,N,5.49 - 5.46 * 3.26,GIA,6351121081,,1386.000,37.000,1430.00,35.000,,,,59.60,61.00,,,3.50,Faceted,NON,,12.50,33.00,43.50,41.20,GIA 6351121081,,MUMBAI,1386.000,817.740
241-16A,G,RBC,0.64,O,VVS1,EX,EX,EX,N,N,5.61 - 5.60 * 3.34,GIA,6352143395,,1062.000,41.000,1098.00,39.000,,,,59.60,59.00,,,3.50,Faceted,NON,,13.00,32.50,43.00,40.80,GIA 6352143395,,MUMBAI,1062.000,679.680
227-25B,G,MQ,0.30,F,VS2,VG,VG,VG,N,N,7.49 - 3.42 * 2.00,GIA,6342890474,,1035.000,31.000,1065.00,29.000,,,,58.60,60.00,,,,Faceted,NON,,,,,,GIA 6342890474,,MUMBAI,1035.000,310.500
221-363A,G,RBC,0.35,J,VVS2,EX,EX,EX,F,N,4.52 - 4.49 * 2.81,GIA,1348766398,,1088.000,36.000,1122.00,34.000,,,,62.50,58.00,,,3.50,Faceted,NON,,15.00,35.50,44.00,41.40,GIA 1348766398,,MUMBAI,1088.000,380.800
220-75A,G,EM,0.30,I,SI1,EX,EX,VG,N,N,4.50 - 3.27 * 2.20,GIA,2346863035,,693.000,37.000,715.00,35.000,,,,67.40,60.00,,,,Faceted,NON,,,,,,GIA 2346863035,,MUMBAI,693.000,207.900
232-257A,G,RBC,0.30,I,VS2,G,EX,G,F,N,4.14 - 4.11 * 2.71,GIA,2357258792,,901.000,47.000,935.00,45.000,,,,65.70,60.00,,,6.50,Faceted,NON,,14.50,36.50,44.50,41.80,GIA 2357258792,,MUMBAI,901.000,270.300
234-151A,G,RBC,0.70,N,VVS2,EX,EX,EX,N,N,5.81 - 5.78 * 3.41,GIA,2348766676,,1232.000,44.000,1276.00,42.000,,,,58.90,61.00,,,3.50,Faceted,NON,,12.50,33.00,43.00,40.80,GIA 2348766676,,MUMBAI,1232.000,862.400
238-213A,G,RBC,0.33,J,VVS2,EX,EX,VG,M,B,4.46 - 4.42 * 2.77,GIA,7351175790,,782.000,54.000,816.00,52.000,,,,62.40,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 7351175790,,MUMBAI,782.000,258.060
238-169A,G,RBC,0.35,K,VS2,EX,EX,EX,F,N,4.50 - 4.47 * 2.83,GIA,6352231139,,767.000,41.000,793.00,39.000,,,,63.00,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,41.00,GIA 6352231139,,MUMBAI,767.000,268.450
225-98A,G,RBC,0.50,"K,FB",SI2,EX,EX,EX,N,N,5.09 - 5.06 * 3.19,GIA,3355013967,,780.000,40.000,806.00,38.000,"K,FB",,,62.80,58.00,,,4.00,Faceted,NON,,14.50,34.00,44.50,41.80,GIA 3355013967,,MUMBAI,780.000,390.000
235-14A,G,RBC,0.75,D,VVS1,EX,EX,EX,N,N,5.79 - 5.77 * 3.63,GIA,1358077420,,4485.000,31.000,4615.00,29.000,,,,62.70,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 1358077420,,MUMBAI,4485.000,3363.750
214-94A,G,OV,1.00,J,SI1,G,EX,VG,N,N,7.40 - 5.45 * 3.48,GIA,6342477969,,1972.000,42.000,2040.00,40.000,,,,63.80,60.00,,,,Faceted,NON,,,,,,GIA 6342477969,Pinpoints are not shown. Surface graining is not shown.,MUMBAI,1972.000,1972.000
228-170A,G,RBC,0.30,K,VVS2,VG,EX,VG,F,N,4.22 - 4.17 * 2.65,GIA,6352067937,,705.000,53.000,735.00,51.000,,,,63.20,57.00,,,5.00,Faceted,NON,,17.00,38.00,41.50,39.80,GIA 6352067937,,MUMBAI,705.000,211.500
228-274A,G,RBC,0.33,G,VVS1,EX,EX,EX,N,N,4.53 - 4.50 * 2.68,GIA,1343971744,,1760.000,20.000,1804.00,18.000,,,,59.40,61.00,,,3.50,Faceted,NON,,13.00,33.00,43.00,40.80,GIA 1343971744,,MUMBAI,1760.000,580.800
221-376A,G,OV,0.50,F,SI1,VG,EX,VG,M,B,6.19 - 4.29 * 2.76,GIA,6341813105,,1254.000,43.000,1298.00,41.000,,,,64.30,61.00,,,,Faceted,NON,,,,,,GIA 6341813105,,MUMBAI,1254.000,627.000
233-37A,G,OV,1.50,H,SI2,G,EX,VG,N,N,8.48 - 5.99 * 3.90,GIA,1349723440,,3420.000,40.000,3534.00,38.000,,,,65.20,58.00,,,,Faceted,NON,,,,,,GIA 1349723440,Additional pinpoints are not shown.,MUMBAI,3420.000,5130.000
222-293A,G,CU,0.70,FY,SI1,G,EX,G,N,N,5.00 - 4.73 * 3.28,GIA,6341606932,,1040.000,20.000,1066.00,18.000,FY,,,69.30,57.00,,,,Faceted,NON,,,,,,GIA 6341606932,,MUMBAI,1040.000,728.000
227-132A,G,RBC,0.50,G,SI2,VG,EX,VG,N,N,5.15 - 5.12 * 3.07,GIA,7343877878,,1440.000,40.000,1488.00,38.000,,,,59.70,60.00,,,4.00,Faceted,NON,,13.50,34.00,42.50,40.40,GIA 7343877878,,MUMBAI,1440.000,720.000
221-302A,G,RBC,0.31,J,SI2,EX,EX,EX,N,N,4.39 - 4.37 * 2.70,GIA,7348766856,,871.000,33.000,897.00,31.000,,,,61.60,57.00,,,3.50,Faceted,NON,,14.50,34.00,43.50,41.20,GIA 7348766856,,MUMBAI,871.000,270.010
227-119A,G,RBC,1.00,J,SI2,G,EX,G,F,N,6.25 - 6.30 * 3.99,IGI,407914624,,1890.000,58.000,1980.00,56.000,,,,63.70,53.50,,,4.80,Faceted,Pointed,,17.50,37.00,41.50,39.80,,,MUMBAI,1890.000,1890.000
228-88A,G,RBC,0.30,L,VS1,VG,EX,VG,F,N,4.19 - 4.14 * 2.69,GIA,1345890442,,702.000,46.000,728.00,44.000,,,,64.60,57.00,,,5.00,Faceted,NON,,17.00,38.00,42.50,40.40,GIA 1345890442,,MUMBAI,702.000,210.600
236-86A,G,RBC,0.50,M,VS2,EX,EX,VG,S,B,5.11 - 5.08 * 3.14,GIA,6352098032,,855.000,43.000,885.00,41.000,,,,61.60,56.00,,,3.50,Faceted,NON,,15.50,35.50,42.50,40.60,GIA 6352098032,,MUMBAI,855.000,427.500
232-248A,G,EM,0.32,I,VS1,EX,EX,VG,F,N,4.34 - 3.29 * 2.25,GIA,6355231540,,756.000,37.000,780.00,35.000,,,,68.40,63.00,,,,Faceted,NON,,,,,,GIA 6355231540,,MUMBAI,756.000,241.920
234-430A,G,RBC,0.40,M,SI2,EX,EX,EX,F,N,4.72 - 4.69 * 2.91,GIA,7343767005,,750.000,25.000,770.00,23.000,,,,61.90,58.00,,,4.00,Faceted,NON,,15.00,35.50,43.00,40.80,GIA 7343767005,,MUMBAI,750.000,300.000
214-106A,G,PB,1.20,G,SI2,VG,VG,VG,N,N,8.43 - 5.94 * 3.79,IGI,400945509,,2205.000,51.000,2295.00,49.000,,,,63.80,57.00,,,6.10,Faceted,Pointed,,16.50,38.10,41.00,38.80,,N/A,MUMBAI,2205.000,2646.000
227-143A,G,RBC,0.34,E,SI2,EX,EX,EX,N,N,4.48 - 4.46 * 2.76,GIA,7346877767,,1088.000,32.000,1120.00,30.000,,,,61.80,60.00,,,3.50,Faceted,NON,,14.00,35.00,44.00,41.60,GIA 7346877767,,MUMBAI,1088.000,369.920
234-241A,G,RBC,0.32,D,VVS1,EX,EX,EX,N,N,4.39 - 4.38 * 2.72,GIA,7342693204,,2212.000,21.000,2268.00,19.000,,,,61.90,59.00,,,4.00,Faceted,NON,,14.50,35.00,44.00,41.40,GIA 7342693204,,MUMBAI,2212.000,707.840
227-166A,G,RBC,0.31,I,IF,EX,EX,EX,F,N,4.42 - 4.38 * 2.61,GIA,2348852544,,1239.000,41.000,1281.00,39.000,,,,59.30,60.00,,,3.50,Faceted,NON,,12.50,32.50,43.00,41.00,GIA 2348852544,,MUMBAI,1239.000,384.090
241-93A,G,RBC,1.00,N,VS2,F,EX,VG,N,N,6.05 - 5.99 * 4.07,GIA,3355170708,,1462.000,57.000,1530.00,55.000,,,,67.50,60.00,,,7.50,Faceted,NON,,17.50,40.50,42.50,40.40,GIA 3355170708,Pinpoints are not shown. Clouds are not shown.,MUMBAI,1462.000,1462.000
241-114A,G,RBC,1.01,Q,VS2,G,EX,VG,F,N,6.11 - 6.04 * 4.07,GIA,7356095241,,1530.000,55.000,1598.00,53.000,,,,66.90,57.00,,,7.00,Faceted,NON,,18.00,40.00,41.50,39.80,,,MUMBAI,1530.000,1545.300
234-369A,G,RBC,0.31,M,VVS1,EX,EX,EX,N,N,4.43 - 4.42 * 2.64,GIA,5343766200,,882.000,37.000,910.00,35.000,,,,59.70,60.00,,,3.00,Faceted,NON,,12.50,31.50,44.00,41.60,GIA 5343766200,,MUMBAI,882.000,273.420
237-54A,G,RBC,0.40,H,SI1,G,EX,VG,M,B,4.60 - 4.57 * 2.98,GIA,7351141832,,798.000,58.000,836.00,56.000,,,,64.90,57.00,,,5.50,Faceted,NON,,16.50,37.50,43.50,41.00,GIA 7351141832,,MUMBAI,798.000,319.200
231-10A,G,RBC,0.40,J,VS2,VG,EX,VG,F,N,4.68 - 4.66 * 2.90,GIA,1359098018,,969.000,43.000,1003.00,41.000,,,,62.10,56.00,,,5.00,Faceted,NON,,15.50,35.00,42.00,40.00,GIA 1359098018,,MUMBAI,969.000,387.600
235-25A,G,RBC,0.70,G,VS1,VG,EX,VG,S,B,5.66 - 5.61 * 3.45,GIA,2357143919,,1980.000,56.000,2070.00,54.000,,,,61.20,60.00,,,5.00,Faceted,NON,,14.00,35.50,42.00,40.20,GIA 2357143919,,MUMBAI,1980.000,1386.000
222-234A,G,RBC,0.31,E,VVS1,EX,EX,EX,N,N,4.34 - 4.31 * 2.70,GIA,6341694965,,2054.000,21.000,2106.00,19.000,,,,62.50,56.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 6341694965,,MUMBAI,2054.000,636.740
230-722A,G,RBC,0.21,D,VS2,EX,EX,EX,N,N,3.82 - 3.81 * 2.35,GIA,6351026399,,1472.000,-28.000,1495.00,-30.000,,,,61.60,59.00,,,3.50,Faceted,NON,,14.50,35.00,44.00,41.40,GIA 6351026399,,MUMBAI,1472.000,309.120
221-407A,G,RBC,0.30,I,SI1,EX,EX,VG,N,N,4.27 - 4.24 * 2.69,GIA,2346827971,,900.000,40.000,930.00,38.000,,,,63.30,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 2346827971,,MUMBAI,900.000,270.000
235-84A,G,RBC,0.70,O,VS1,EX,EX,VG,S,B,5.66 - 5.59 * 3.56,GIA,5353143615,,987.000,53.000,1029.00,51.000,,,,63.30,55.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 5353143615,,MUMBAI,987.000,690.900
235-51A,G,CU,1.01,I,SI1,G,EX,VG,S,B,5.94 - 5.12 * 3.69,GIA,2356154330,,1554.000,63.000,1638.00,61.000,,,,72.10,58.00,,,,Faceted,NON,,,,,,GIA 2356154330,Additional pinpoints are not shown.,MUMBAI,1554.000,1569.540
221-483A,G,RBC,0.30,L,SI1,EX,EX,EX,N,N,4.32 - 4.29 * 2.68,GIA,1343796506,,759.000,31.000,781.00,29.000,,,,62.30,58.00,,,4.00,Faceted,NON,,14.00,33.50,44.00,41.60,GIA 1343796506,,MUMBAI,759.000,227.700
225-22D,G,RBC,0.34,G,VS1,EX,EX,EX,N,N,4.54 - 4.52 * 2.76,GIA,3355014406,,1540.000,23.000,1580.00,21.000,,,,60.90,56.00,,,3.50,Faceted,NON,,13.50,31.50,44.00,41.40,GIA 3355014406,,MUMBAI,1540.000,523.600
241-90A,G,OV,1.51,Y,VS1,EX,EX,VG,N,N,8.57 - 5.72 * 3.61,GIA,6351042657,,0.000,55.000,0.00,53.000,,,,63.00,54.00,,,,Faceted,NON,,,,,,GIA 6351042657,Pinpoints are not shown.,MUMBAI,0.000,0.000
235-112A,G,RBC,0.60,F,SI2,EX,EX,EX,S,B,5.38 - 5.34 * 3.37,GIA,5356121280,,1425.000,43.000,1475.00,41.000,,,,62.90,58.00,,,4.00,Faceted,NON,,14.50,34.50,44.50,41.60,GIA 5356121280,,MUMBAI,1425.000,855.000
237-130A,G,RBC,0.35,E,VVS1,EX,EX,EX,S,B,4.51 - 4.48 * 2.78,GIA,6352214595,,1846.000,29.000,1898.00,27.000,,,,62.00,58.00,,,4.00,Faceted,NON,,15.00,35.00,43.00,41.00,GIA 6352214595,,MUMBAI,1846.000,646.100
228-18A,G,RBC,0.30,H,SI2,G,EX,VG,N,N,4.15 - 4.09 * 2.70,GIA,1357001548,,765.000,49.000,795.00,47.000,,,,65.40,58.00,,,5.50,Faceted,NON,,16.50,38.00,43.50,41.20,GIA 1357001548,,MUMBAI,765.000,229.500
236-22A,G,RBC,0.52,D,VVS1,EX,EX,EX,VS,B,5.14 - 5.11 * 3.21,GIA,6351068117,,2340.000,55.000,2444.00,53.000,,,,62.80,58.00,,,4.00,Faceted,NON,,14.50,34.50,44.50,41.60,GIA 6351068117,,MUMBAI,2340.000,1216.800
230-2026A,G,RBC,0.19,E,VVS1,EX,EX,EX,N,N,3.79 - 3.77 * 2.26,GIA,6352161546,,1391.000,-7.000,1417.00,-9.000,,,,59.80,58.00,,,3.50,Faceted,NON,,13.50,32.50,43.00,40.80,GIA 6352161546,,MUMBAI,1391.000,264.290
221-358A,G,RBC,0.38,K,SI1,EX,EX,EX,N,N,4.64 - 4.61 * 2.90,GIA,5343812052,,840.000,30.000,864.00,28.000,,,,62.80,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 5343812052,,MUMBAI,840.000,319.200
230-451A,G,RBC,0.18,F,IF,EX,VG,EX,N,N,3.71 - 3.69 * 2.18,GIA,2344706430,,1352.000,-4.000,1378.00,-6.000,,,,59.00,61.00,,,3.50,Faceted,NON,,12.50,32.50,43.50,41.00,GIA 2344706430,,MUMBAI,1352.000,243.360
222-83B,G,RBC,0.30,D,VVS2,EX,VG,VG,N,N,4.31 - 4.27 * 2.63,GIA,6342783115,,1534.000,41.000,1586.00,39.000,,,,61.30,57.00,,,4.00,Faceted,NON,,14.00,33.50,43.00,40.80,GIA 6342783115,,MUMBAI,1534.000,460.200
222-385A,G,RBC,0.50,K,SI2,G,EX,VG,N,N,4.93 - 4.87 * 3.19,GIA,6341783230,,990.000,45.000,1026.00,43.000,,,,65.10,59.00,,,6.50,Faceted,NON,,15.00,36.50,43.00,41.00,GIA 6341783230,,MUMBAI,990.000,495.000
215-205A,G,RBC,0.35,I,SI2,EX,EX,EX,N,N,4.61 - 4.58 * 2.78,GIA,2357085549,,840.000,40.000,868.00,38.000,,,,60.50,57.00,,,3.50,Faceted,NON,,14.00,33.00,43.00,40.80,GIA 2357085549,,MUMBAI,840.000,294.000
232-138A,G,RBC,0.30,L,SI1,VG,EX,VG,F,N,4.20 - 4.14 * 2.68,GIA,2354258684,,561.000,49.000,583.00,47.000,,,,64.30,57.00,,,5.50,Faceted,NON,,17.00,38.00,42.00,40.20,GIA 2354258684,,MUMBAI,561.000,168.300
224-16B,G,PB,0.35,F,VVS1,EX,EX,VG,N,N,6.18 - 4.02 * 2.36,GIA,1343812437,,1482.000,22.000,1520.00,20.000,,,,58.70,60.00,,,,Faceted,NON,,,,,,GIA 1343812437,,MUMBAI,1482.000,518.700
215-96A,G,PB,0.30,E,SI2,EX,VG,VG,N,N,6.05 - 3.82 * 2.23,GIA,1347319556,,952.000,32.000,980.00,30.000,,,,58.30,61.00,,,,Faceted,NON,,,,,,GIA 1347319556,,MUMBAI,952.000,285.600
229-104A,G,EM,0.30,I,SI1,EX,EX,VG,F,N,4.28 - 3.25 * 2.25,GIA,7356121645,,649.000,41.000,671.00,39.000,,,,69.20,61.00,,,,Faceted,NON,,,,,,GIA 7356121645,,MUMBAI,649.000,194.700
221-429B,G,EM,0.30,G,SI2,EX,VG,G,F,N,4.37 - 3.27 * 2.36,GIA,2347851065,,648.000,46.000,672.00,44.000,,,,72.00,59.00,,,,Faceted,NON,,,,,,GIA 2347851065,,MUMBAI,648.000,194.400
235-49A,G,RBC,0.70,K,VS2,VG,EX,VG,S,B,5.59 - 5.54 * 3.56,GIA,6351040673,,1296.000,46.000,1344.00,44.000,,,,64.00,57.00,,,5.00,Faceted,NON,,16.50,37.00,42.50,40.60,GIA 6351040673,,MUMBAI,1296.000,907.200
220-97A,G,EM,0.30,I,SI1,VG,EX,G,F,N,4.32 - 3.32 * 2.27,GIA,7348863043,,583.000,47.000,605.00,45.000,,,,68.50,65.00,,,,Faceted,NON,,,,,,GIA 7348863043,,MUMBAI,583.000,174.900
226-14D,G,RBC,0.30,E,IF,EX,EX,EX,N,N,4.39 - 4.36 * 2.62,GIA,1347827281,,2156.000,23.000,2212.00,21.000,,,,59.80,61.00,,,3.00,Faceted,NON,,12.50,32.50,44.00,41.60,GIA 1347827281,,MUMBAI,2156.000,646.800
228-45A,G,RBC,0.33,K,VVS2,EX,EX,EX,F,N,4.43 - 4.40 * 2.76,GIA,7351001352,,795.000,47.000,825.00,45.000,,,,62.60,57.00,,,3.50,Faceted,NON,,15.50,36.50,43.50,41.00,GIA 7351001352,,MUMBAI,795.000,262.350
214-77A,G,RBC,1.01,G,SI2,EX,EX,EX,N,N,6.39 - 6.43 * 4.00,IGI,407934795,,2184.000,61.000,2296.00,59.000,,,,62.50,55.00,,,3.40,Faceted,Pointed,,16.50,36.10,42.50,40.70,,IDEAL CUT ROUND BRILLIANT,MUMBAI,2184.000,2205.840
230-458A,G,RBC,0.18,E,VVS1,EX,EX,EX,N,N,3.71 - 3.70 * 2.18,GIA,1348677120,,1339.000,-3.000,1365.00,-5.000,,,,58.70,61.00,,,3.50,Faceted,NON,,12.50,32.50,43.00,40.80,GIA 1348677120,,MUMBAI,1339.000,241.020
231-187A,G,RBC,0.32,G,VS1,EX,EX,EX,F,N,4.36 - 4.34 * 2.73,GIA,6342986149,,1220.000,39.000,1260.00,37.000,,,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 6342986149,,MUMBAI,1220.000,390.400
242-13C,G,RBC,0.56,E,SI2,EX,EX,EX,N,N,5.27 - 5.26 * 3.32,GIA,6351214833,,1586.000,39.000,1638.00,37.000,,,,62.90,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 6351214833,,MUMBAI,1586.000,888.160
235-123A,G,RBC,0.40,K,SI1,EX,EX,EX,M,B,4.69 - 4.67 * 2.96,GIA,6352241567,,798.000,43.000,826.00,41.000,,,,63.30,58.00,,,4.00,Faceted,NON,,14.50,34.50,44.50,41.80,GIA 6352241567,,MUMBAI,798.000,319.200
210-13A,G,RBC,2.01,D,SI2,EX,EX,EX,N,N,8.06 - 8.02 * 5.07,GIA,1345089256,,6900.000,40.000,7130.00,38.000,,,,63.00,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 1345089256,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,6900.000,13869.000
241-19A,G,RBC,0.90,H,VS1,VG,EX,VG,N,N,6.04 - 5.96 * 3.84,GIA,1357077434,,3132.000,46.000,3248.00,44.000,,,,64.00,58.00,,,5.50,Faceted,NON,,17.00,38.50,42.00,40.00,GIA 1357077434,,MUMBAI,3132.000,2818.800
236-14A,G,RBC,0.59,J,VS1,EX,EX,EX,M,B,5.34 - 5.31 * 3.35,GIA,2356144084,,1200.000,50.000,1248.00,48.000,,,,63.00,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 2356144084,,MUMBAI,1200.000,708.000
