Stock #,Availability,Shape,CARAT,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,NR PPC,NR TOTAL
227-41A,G,EM,0.53,G,VVS1,EX,EX,VG,N,N,5.26 - 3.98 * 2.72,GIA,6341813006,,1350.000,50.000,1404.00,48.000,,,,68.10,61.00,,,,Faceted,NON,,,,,,GIA 6341813006,,MUMBAI,1350.000,715.500
231-189A,G,RBC,0.30,K,VS1,EX,EX,EX,M,B,4.27 - 4.24 * 2.69,GIA,7356214081,,728.000,48.000,756.00,46.000,,,,63.10,57.00,,,4.00,Faceted,NON,,15.00,35.00,44.00,41.40,GIA 7356214081,,MUMBAI,728.000,218.400
227-94C,G,MQ,0.32,E,VS1,EX,EX,G,N,N,6.94 - 3.71 * 2.10,GIA,6342890471,,1156.000,32.000,1190.00,30.000,,,,56.60,62.00,,,,Faceted,NON,,,,,,GIA 6342890471,,MUMBAI,1156.000,369.920
235-17A,G,PR,0.80,E,SI2,VG,EX,G,N,N,5.01 - 4.93 * 3.69,GIA,6355092342,,1260.000,58.000,1320.00,56.000,,,,74.80,71.00,,,,Faceted,NON,,,,,,GIA 6355092342,,MUMBAI,1260.000,1008.000
227-85D,G,PB,0.39,G,VVS2,EX,EX,VG,N,N,6.34 - 4.11 * 2.40,GIA,7343851033,,1168.000,27.000,1200.00,25.000,,,,58.40,61.00,,,,Faceted,NON,,,,,,GIA 7343851033,,MUMBAI,1168.000,455.520
239-45A,G,RBC,1.01,J,I1,EX,EX,EX,M,B,6.41 - 6.39 * 4.00,GIA,1357228136,,2077.000,33.000,2139.00,31.000,,,,62.60,58.00,,,4.00,Faceted,NON,,15.00,35.50,43.50,41.20,,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,2077.000,2097.770
218-72A,G,RBC,0.40,J,SI1,EX,EX,EX,N,N,4.73 - 4.70 * 2.94,GIA,2346462024,,1168.000,27.000,1200.00,25.000,,,,62.50,59.00,,,4.00,Faceted,NON,,14.50,34.50,44.00,41.60,GIA 2346462024,,MUMBAI,1168.000,467.200
234-268A,G,PB,0.53,L,VVS1,EX,EX,VG,N,N,6.50 - 4.48 * 2.93,GIA,2346656545,,854.000,39.000,882.00,37.000,,,,65.40,57.00,,,,Faceted,NON,,,,,,GIA 2346656545,,MUMBAI,854.000,452.620
211-223A,G,MQ,0.72,F,SI1,EX,EX,VG,F,N,8.85 - 4.68 * 2.98,GIA,6341543916,,2006.000,41.000,2074.00,39.000,,,,63.60,62.00,,,,Faceted,NON,,,,,,GIA 6341543916,,MUMBAI,2006.000,1444.320
221-472A,G,RBC,0.50,N,VS1,VG,EX,VG,N,N,4.96 - 4.91 * 3.18,GIA,2346766180,,944.000,41.000,976.00,39.000,,,,64.30,58.00,,,5.50,Faceted,NON,,16.50,38.00,42.50,40.40,GIA 2346766180,,MUMBAI,944.000,472.000
237-6A,G,RBC,0.50,D,SI2,G,VG,VG,F,N,4.90 - 4.83 * 3.19,GIA,2357143244,,1080.000,60.000,1134.00,58.000,,,,65.60,57.00,,,7.00,Faceted,NON,,16.50,37.50,42.00,40.20,GIA 2357143244,,MUMBAI,1080.000,540.000
233-59A,G,EM,0.80,H,SI1,EX,EX,VG,F,N,6.01 - 4.57 * 3.01,GIA,1347723586,,1508.000,48.000,1566.00,46.000,,,,65.90,63.00,,,,Faceted,NON,,,,,,GIA 1347723586,,MUMBAI,1508.000,1206.400
234-325A,G,RBC,0.23,G,IF,EX,EX,EX,N,N,4.04 - 4.02 * 2.38,GIA,3345752270,,1352.400,2.000,1380.00,0.000,,,,59.00,61.00,,,3.50,Faceted,NON,,12.50,33.00,43.00,41.00,GIA 3345752270,,MUMBAI,1352.400,311.050
235-86A,G,RBC,0.58,K,VS2,EX,EX,EX,M,B,5.47 - 5.45 * 3.23,GIA,7353097315,,1300.000,35.000,1340.00,33.000,,,,59.10,59.00,,,3.00,Faceted,NON,,13.00,32.50,43.50,41.00,GIA 7353097315,,MUMBAI,1300.000,754.000
214-37A,G,RBC,1.51,G,SI2,EX,EX,VG,N,N,7.22 - 7.26 * 4.59,IGI,407973598,,3710.000,47.000,3850.00,45.000,,,,63.30,56.00,,,4.40,Faceted,Pointed,,16.00,36.20,43.00,40.70,,,MUMBAI,3710.000,5602.100
241-2A,G,RBC,1.01,N,SI2,EX,EX,EX,N,N,6.43 - 6.39 * 3.99,GIA,7356137445,,1456.000,48.000,1512.00,46.000,,,,62.20,59.00,,,4.00,Faceted,NON,,14.00,34.00,44.50,41.60,GIA 7356137445,Pinpoints are not shown.,MUMBAI,1456.000,1470.560
225-69B,G,OV,0.71,E,SI2,EX,EX,EX,N,N,7.08 - 5.05 * 3.02,GIA,2344954426,,1800.000,40.000,1860.00,38.000,,,,59.90,60.00,,,,Faceted,NON,,,,,,GIA 2344954426,,MUMBAI,1800.000,1278.000
227-7A,G,OV,1.01,H,SI2,EX,EX,VG,N,N,7.75 - 5.83 * 3.66,GIA,6342891839,,2150.000,50.000,2236.00,48.000,,,,62.70,60.00,,,,Faceted,NON,,,,,,GIA 6342891839,Clouds are not shown. Pinpoints are not shown.,MUMBAI,2150.000,2171.500
229-79A,G,RBC,0.30,K,SI2,EX,EX,VG,F,N,4.26 - 4.23 * 2.68,GIA,1347955197,,715.000,35.000,737.00,33.000,,,,63.10,56.00,,,4.00,Faceted,NON,,15.50,35.00,43.50,41.00,GIA 1347955197,,MUMBAI,715.000,214.500
222-358B,G,OV,0.30,J,VS1,VG,EX,VG,M,B,5.21 - 3.87 * 2.33,GIA,7348798776,,630.000,37.000,650.00,35.000,,,,60.20,61.00,,,,Faceted,NON,,,,,,GIA 7348798776,,MUMBAI,630.000,189.000
222-352A,G,RBC,0.40,K,VVS1,EX,EX,VG,F,N,4.69 - 4.63 * 2.96,GIA,6342796897,,1134.000,37.000,1170.00,35.000,,,,63.40,57.00,,,4.00,Faceted,NON,,15.00,34.50,44.50,41.60,GIA 6342796897,,MUMBAI,1134.000,453.600
236-67A,G,PR,0.50,D,SI2,EX,EX,VG,M,B,4.34 - 4.27 * 3.10,GIA,1359183470,,946.000,57.000,990.00,55.000,,,,72.60,73.00,,,,Faceted,NON,,,,,,GIA 1359183470,,MUMBAI,946.000,473.000
225-170A,G,RBC,0.51,J,VS2,EX,EX,EX,F,N,5.17 - 5.14 * 3.10,GIA,7358040359,,1449.000,37.000,1495.00,35.000,,,,60.20,61.00,,,4.50,Faceted,NON,,12.50,32.50,43.50,41.20,GIA 7358040359,,MUMBAI,1449.000,738.990
235-101A,G,RBC,0.50,L,VS2,VG,EX,VG,S,B,5.02 - 4.96 * 3.18,GIA,6355055778,,1020.000,40.000,1054.00,38.000,,,,63.80,61.00,,,5.00,Faceted,NON,,14.00,35.50,44.50,41.80,GIA 6355055778,,MUMBAI,1020.000,510.000
227-133D,G,OV,0.30,E,SI2,VG,EX,G,N,N,5.01 - 3.85 * 2.45,GIA,1343877380,,742.000,47.000,770.00,45.000,,,,63.60,54.00,,,,Faceted,NON,,,,,,GIA 1343877380,,MUMBAI,742.000,222.600
235-99B,G,OV,0.30,J,VS1,VG,EX,VG,S,B,5.20 - 3.87 * 2.36,GIA,5353148034,,610.000,39.000,630.00,37.000,,,,60.90,62.00,,,,Faceted,NON,,,,,,GIA 5353148034,,MUMBAI,610.000,183.000
234-172A,G,RBC,1.00,H,SI2,VG,EX,G,N,N,6.25 - 6.36 * 4.01,IGI,407914609,,2173.000,59.000,2279.00,57.000,,,,63.40,59.50,,,4.60,Faceted,Pointed,,15.00,36.60,44.00,41.50,,,MUMBAI,2173.000,2173.000
222-353A,G,RBC,0.30,H,VS1,F,VG,G,N,N,4.22 - 4.19 * 2.66,GIA,5346768015,,1045.000,45.000,1083.00,43.000,,,,63.20,61.00,,,6.50,Faceted,NON,,12.50,32.00,44.50,41.80,GIA 5346768015,,MUMBAI,1045.000,313.500
224-32A,G,OV,2.01,J,I1,EX,EX,VG,F,N,9.84 - 7.03 * 4.42,GIA,6342790282,,2772.000,16.000,2838.00,14.000,,,,62.90,59.00,,,,Faceted,NON,,,,,,,"Clouds, pinpoints and surface graining are not shown.",MUMBAI,2772.000,5571.720
222-141A,G,RBC,0.30,I,VS2,EX,EX,EX,F,N,4.34 - 4.32 * 2.66,GIA,6342827263,,1122.000,34.000,1156.00,32.000,,,,61.40,55.00,,,3.50,Faceted,NON,,14.50,33.00,43.00,41.00,GIA 6342827263,,MUMBAI,1122.000,336.600
231-314A,G,RBC,0.30,J,VS2,G,EX,VG,F,N,4.11 - 4.06 * 2.72,GIA,1358214374,,660.000,56.000,690.00,54.000,,,,66.40,55.00,,,7.00,Faceted,NON,,18.00,38.50,41.50,39.60,GIA 1358214374,,MUMBAI,660.000,198.000
222-111A,G,OV,0.40,F,VS2,EX,EX,G,F,N,5.56 - 4.14 * 2.58,GIA,2347766370,,1220.000,39.000,1260.00,37.000,,,,62.20,56.00,,,,Faceted,NON,,,,,,GIA 2347766370,,MUMBAI,1220.000,488.000
222-296A,G,RBC,0.50,N,VVS2,EX,EX,EX,M,B,5.09 - 5.05 * 3.17,GIA,5353143282,,850.000,50.000,884.00,48.000,,,,62.60,56.00,,,4.00,Faceted,NON,,14.50,34.00,44.00,41.40,GIA 5353143282,,MUMBAI,850.000,425.000
220-290A,G,PB,0.31,J,VVS1,EX,EX,VG,N,N,5.78 - 3.81 * 2.36,GIA,2346738422,,696.000,42.000,720.00,40.000,,,,62.00,60.00,,,,Faceted,NON,,,,,,GIA 2346738422,,MUMBAI,696.000,215.760
227-49A,G,OV,1.00,F,SI2,VG,EX,VG,N,N,7.95 - 5.78 * 3.44,GIA,2347897961,,2444.000,48.000,2538.00,46.000,,,,59.50,56.00,,,,Faceted,NON,,,,,,GIA 2347897961,Pinpoints are not shown.,MUMBAI,2444.000,2444.000
221-202A,G,OV,0.60,I,SI1,G,EX,G,M,B,6.29 - 4.41 * 2.89,GIA,2344719606,,1188.000,34.000,1224.00,32.000,,,,65.50,57.00,,,,Faceted,NON,,,,,,GIA 2344719606,,MUMBAI,1188.000,712.800
228-80A,G,RBC,0.30,E,IF,EX,EX,EX,N,N,4.27 - 4.25 * 2.69,GIA,7342851444,,2128.000,24.000,2184.00,22.000,,,,63.10,57.00,,,4.00,Faceted,NON,,15.00,34.50,44.00,41.60,GIA 7342851444,,MUMBAI,2128.000,638.400
230-1868A,G,RBC,0.22,J,VVS1,EX,EX,EX,F,N,3.98 - 3.95 * 2.36,GIA,7351214949,,956.800,-4.000,975.20,-6.000,,,,59.60,60.00,,,3.00,Faceted,NON,,12.50,31.50,44.50,41.80,GIA 7351214949,,MUMBAI,956.800,210.500
220-50A,G,RBC,0.30,D,VS2,G,EX,VG,N,N,4.18 - 4.13 * 2.71,GIA,7348752593,,1276.000,42.000,1320.00,40.000,,,,65.30,55.00,,,5.50,Faceted,NON,,17.50,38.00,42.50,40.60,GIA 7348752593,,MUMBAI,1276.000,382.800
230-1878A,G,RBC,0.19,G,VVS1,EX,EX,EX,M,B,3.68 - 3.66 * 2.28,GIA,7351214687,,1158.300,1.000,1181.70,-1.000,,,,62.20,57.00,,,4.00,Faceted,NON,,15.00,35.00,43.50,41.00,GIA 7351214687,,MUMBAI,1158.300,220.080
221-311A,G,RBC,0.50,M,VS2,VG,VG,G,N,N,5.00 - 4.97 * 3.22,GIA,5356143880,,705.000,53.000,735.00,51.000,,,,64.70,55.00,,,4.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 5356143880,,MUMBAI,705.000,352.500
212-71A,G,RBC,1.00,I,SI2,EX,EX,EX,N,N,6.37 - 6.41 * 3.88,IGI,407973577,,2303.000,53.000,2401.00,51.000,,,,60.70,60.50,,,4.40,Faceted,Pointed,,14.00,35.90,42.00,40.20,,,MUMBAI,2303.000,2303.000
219-67A,G,OV,0.51,D,VVS1,EX,EX,VG,N,N,6.08 - 4.46 * 2.85,GIA,6341484574,,1995.000,43.000,2065.00,41.000,,,,63.80,62.00,,,,Faceted,NON,,,,,,GIA 6341484574,,MUMBAI,1995.000,1017.450
221-351A,G,RBC,0.50,L,VVS1,EX,EX,EX,N,N,5.07 - 5.04 * 3.15,GIA,6342766225,,1540.000,23.000,1580.00,21.000,,,,62.30,57.00,,,3.50,Faceted,NON,,16.00,36.00,43.00,40.80,GIA 6342766225,,MUMBAI,1540.000,770.000
232-178A,G,RBC,0.38,H,SI2,VG,EX,VG,F,N,4.56 - 4.53 * 2.88,GIA,5356026516,,825.000,45.000,855.00,43.000,,,,63.30,59.00,,,5.00,Faceted,NON,,16.00,37.50,42.50,40.60,GIA 5356026516,,MUMBAI,825.000,313.500
241-77A,G,RBC,0.73,K,VS2,EX,EX,EX,N,N,5.78 - 5.74 * 3.57,GIA,6351098246,,1824.000,24.000,1872.00,22.000,,,,61.90,59.00,,,4.00,Faceted,NON,,13.00,32.50,44.50,41.80,GIA 6351098246,,MUMBAI,1824.000,1331.520
235-75A,G,RBC,0.50,K,SI1,EX,EX,EX,M,B,5.08 - 5.05 * 3.19,GIA,2358175766,,931.000,51.000,969.00,49.000,,,,63.00,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 2358175766,,MUMBAI,931.000,465.500
233-8A,G,RBC,0.90,J,VVS2,VG,EX,VG,F,N,6.11 - 6.04 * 3.90,GIA,5343967777,,2420.000,45.000,2508.00,43.000,,,,64.20,56.00,,,4.50,Faceted,NON,,16.00,36.00,44.00,41.20,GIA 5343967777,,MUMBAI,2420.000,2178.000
220-269A,G,EM,0.42,G,IF,EX,EX,VG,N,N,4.82 - 3.64 * 2.50,GIA,3345461898,,1272.000,47.000,1320.00,45.000,,,,68.80,61.00,,,,Faceted,NON,,,,,,GIA 3345461898,,MUMBAI,1272.000,534.240
221-350A,G,RBC,0.52,K,VVS2,EX,EX,EX,F,N,5.14 - 5.10 * 3.21,GIA,5346766106,,1428.000,32.000,1470.00,30.000,,,,62.60,57.00,,,4.00,Faceted,NON,,15.50,35.50,43.00,40.80,GIA 5346766106,,MUMBAI,1428.000,742.560
237-14A,G,RBC,0.41,I,VVS2,EX,EX,EX,F,N,4.77 - 4.74 * 2.97,GIA,2356214737,,1218.000,42.000,1260.00,40.000,,,,62.30,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.00,40.60,GIA 2356214737,,MUMBAI,1218.000,499.380
222-442B,G,RBC,0.30,J,VVS1,EX,EX,EX,F,N,4.35 - 4.33 * 2.64,GIA,5343827206,,1044.000,42.000,1080.00,40.000,,,,60.80,60.00,,,3.50,Faceted,NON,,12.50,32.50,44.50,41.80,GIA 5343827206,,MUMBAI,1044.000,313.200
P-1A,G,RBC,1.00,F,SI2,EX,EX,EX,N,N,6.45 - 6.49 * 3.90,IGI,407914625,,5900.000,0.000,6018.00,-2.000,,,,60.20,59.00,,,3.20,Faceted,,,14.00,34.00,43.00,40.90,,,MUMBAI,5900.000,5900.000
227-79A,G,EM,0.50,D,I1,EX,EX,VG,N,N,5.43 - 3.87 * 2.49,GIA,2344863031,,935.000,45.000,969.00,43.000,,,,64.30,60.00,,,,Faceted,NON,,,,,,GIA 2344863031,,MUMBAI,935.000,467.500
217-57A,G,RBC,1.01,"M,FB  ",SI2,EX,EX,EX,N,N,6.39 - 6.44 * 3.97,IGI,407973569,,1344.000,52.000,1400.00,50.000,"M,FB  ",,,61.80,59.00,,,3.90,Faceted,Pointed,,14.50,34.80,43.50,41.20,,IDEAL CUT ROUND BRILLIANT,MUMBAI,1344.000,1357.440
230-228A,G,RBC,0.20,F,VS1,EX,EX,EX,N,N,3.80 - 3.78 * 2.34,GIA,2354214655,,1207.500,-5.000,1230.50,-7.000,,,,61.80,59.00,,,4.00,Faceted,NON,,14.50,35.00,44.00,41.40,GIA 2354214655,,MUMBAI,1207.500,241.500
222-378A,G,RBC,0.40,L,SI1,EX,EX,EX,F,N,4.71 - 4.68 * 2.95,GIA,6341752542,,816.000,32.000,840.00,30.000,,,,62.90,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 6341752542,,MUMBAI,816.000,326.400
225-158A,G,RBC,0.60,L,SI1,EX,EX,EX,F,N,5.48 - 5.46 * 3.33,GIA,7352041401,,1040.000,35.000,1072.00,33.000,,,,60.80,56.00,,,4.00,Faceted,NON,,14.00,32.00,43.50,41.00,GIA 7352041401,,MUMBAI,1040.000,624.000
238-272A,G,RBC,0.40,H,SI2,EX,EX,VG,S,B,4.71 - 4.67 * 2.94,GIA,7351214074,,918.000,46.000,952.00,44.000,,,,62.60,56.00,,,4.00,Faceted,NON,,15.50,35.50,43.00,40.80,GIA 7351214074,,MUMBAI,918.000,367.200
239-128A,G,RBC,1.40,E,SI1,EX,EX,EX,M,B,7.16 - 7.11 * 4.42,GIA,2356228417,,4940.000,35.000,5092.00,33.000,,,,62.00,59.00,,,4.00,Faceted,NON,,14.50,35.50,43.00,40.80,GIA 2356228417,"Additional twinning wisps, a cloud, pinpoints and surface graining are not shown.",MUMBAI,4940.000,6916.000
222-151A,G,RBC,0.32,H,VS1,EX,EX,EX,N,N,4.36 - 4.34 * 2.73,GIA,2348719193,,1349.000,29.000,1387.00,27.000,,,,62.70,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 2348719193,,MUMBAI,1349.000,431.680
235-10A,G,RBC,0.59,D,VVS1,EX,EX,EX,N,N,5.39 - 5.37 * 3.32,GIA,6355143197,,3484.000,33.000,3588.00,31.000,,,,61.80,56.00,,,3.50,Faceted,NON,,15.50,35.50,42.50,40.60,GIA 6355143197,,MUMBAI,3484.000,2055.560
217-25A,G,RBC,1.00,E,SI2,EX,EX,EX,N,N,6.32 - 6.38 * 3.94,IGI,407973601,,2852.000,54.000,2976.00,52.000,,,,62.00,58.00,,,4.60,Faceted,Pointed,,15.00,35.10,42.50,40.50,,,MUMBAI,2852.000,2852.000
222-327A,G,PB,0.41,F,VVS1,EX,EX,VG,N,N,6.50 - 4.11 * 2.62,GIA,3345766561,,1464.000,39.000,1512.00,37.000,,,,63.70,58.00,,,,Faceted,NON,,,,,,GIA 3345766561,,MUMBAI,1464.000,600.240
237-155A,G,RBC,0.50,N,VS2,G,EX,VG,N,N,5.01 - 4.96 * 3.23,GIA,3355143443,,705.000,53.000,735.00,51.000,,,,64.80,54.00,,,5.00,Faceted,NON,,15.50,34.00,44.50,41.60,GIA 3355143443,,MUMBAI,705.000,352.500
221-293A,G,RBC,0.40,N,VS2,EX,EX,VG,N,N,4.70 - 4.64 * 2.96,GIA,6345766038,,720.000,40.000,744.00,38.000,,,,63.30,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 6345766038,,MUMBAI,720.000,288.000
232-125A,G,RBC,0.30,D,SI2,VG,EX,G,N,N,4.20 - 4.14 * 2.71,GIA,7358001558,,901.000,47.000,935.00,45.000,,,,64.90,56.00,,,5.00,Faceted,NON,,17.50,38.00,42.50,40.40,GIA 7358001558,,MUMBAI,901.000,270.300
232-87A,G,RBC,0.30,I,VS1,EX,EX,EX,F,N,4.27 - 4.24 * 2.68,GIA,5356214803,,1026.000,43.000,1062.00,41.000,,,,63.00,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 5356214803,,MUMBAI,1026.000,307.800
225-172A,G,RBC,0.55,I,SI2,EX,EX,EX,M,B,5.22 - 5.18 * 3.27,GIA,1359097358,,1260.000,40.000,1302.00,38.000,,,,62.90,56.00,,,4.00,Faceted,NON,,16.00,35.50,43.00,40.80,GIA 1359097358,,MUMBAI,1260.000,693.000
231-237A,G,RBC,0.40,I,VS2,VG,EX,EX,F,N,4.62 - 4.59 * 2.97,GIA,1345971996,,1102.000,42.000,1140.00,40.000,,,,64.60,58.00,,,5.50,Faceted,NON,,15.00,35.00,44.00,41.40,GIA 1345971996,,MUMBAI,1102.000,440.800
228-219A,G,RBC,0.30,D,SI1,EX,EX,VG,N,N,4.26 - 4.23 * 2.66,GIA,2347985943,,1160.000,42.000,1200.00,40.000,,,,62.70,56.00,,,4.00,Faceted,NON,,15.50,35.50,43.00,40.80,GIA 2347985943,,MUMBAI,1160.000,348.000
231-201A,G,PB,0.40,D,SI1,VG,EX,VG,N,N,6.31 - 4.03 * 2.51,GIA,6341977008,,1216.000,36.000,1254.00,34.000,,,,62.20,57.00,,,,Faceted,NON,,,,,,GIA 6341977008,,MUMBAI,1216.000,486.400
235-8A,G,CU,1.00,D,VVS1,VG,EX,VG,M,B,5.48 - 5.39 * 3.78,GIA,3355000426,,3672.000,64.000,3876.00,62.000,,,,70.20,63.00,,,,Faceted,NON,,,,,,GIA 3355000426,,MUMBAI,3672.000,3672.000
221-359A,G,RBC,0.40,J,VVS1,EX,EX,EX,N,N,4.71 - 4.69 * 2.95,GIA,7343766256,,1400.000,30.000,1440.00,28.000,,,,62.80,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.20,GIA 7343766256,,MUMBAI,1400.000,560.000
231-287A,G,PB,0.31,J,VVS2,VG,EX,VG,F,N,5.59 - 3.82 * 2.30,GIA,6355163886,,561.000,49.000,583.00,47.000,,,,60.30,59.00,,,,Faceted,NON,,,,,,GIA 6355163886,,MUMBAI,561.000,173.910
211-145A,G,CU,1.72,I,SI2,EX,EX,VG,N,N,7.16 - 6.63 * 4.40,GIA,1348111109,,2958.000,42.000,3060.00,40.000,,,,66.40,62.00,,,,Faceted,NON,,,,,,GIA 1348111109,"Additional clouds, pinpoints and surface graining are not shown.",MUMBAI,2958.000,5087.760
231-328A,G,RBC,0.35,H,VS2,EX,EX,EX,F,N,4.50 - 4.48 * 2.83,GIA,6355068176,,1062.000,41.000,1098.00,39.000,,,,63.00,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 6355068176,,MUMBAI,1062.000,371.700
225-17A,G,EM,0.71,D,SI2,EX,EX,VG,N,N,5.80 - 4.33 * 2.96,GIA,2357008902,,1312.000,59.000,1376.00,57.000,,,,68.30,63.00,,,,Faceted,NON,,,,,,GIA 2357008902,,MUMBAI,1312.000,931.520
225-11B,G,MQ,0.33,J,SI1,EX,EX,VG,F,N,7.59 - 3.48 * 2.10,GIA,6352258954,,558.000,38.000,576.00,36.000,,,,60.40,61.00,,,,Faceted,NON,,,,,,GIA 6352258954,,MUMBAI,558.000,184.140
222-169A,G,RBC,0.35,E,VVS1,EX,EX,EX,M,B,4.52 - 4.50 * 2.84,GIA,2346706150,,2002.000,23.000,2054.00,21.000,,,,63.00,58.00,,,4.00,Faceted,NON,,14.50,34.50,44.50,41.80,GIA 2346706150,,MUMBAI,2002.000,700.700
231-299A,G,RBC,0.30,F,VVS2,VG,EX,EX,F,N,4.22 - 4.19 * 2.68,GIA,2356241593,,1288.000,44.000,1334.00,42.000,,,,63.80,59.00,,,5.00,Faceted,NON,,15.50,37.50,43.00,40.80,GIA 2356241593,,MUMBAI,1288.000,386.400
217-45A,G,RBC,1.51,F,SI2,EX,EX,EX,S,N,7.30 - 7.34 * 4.56,IGI,407973594,,3478.000,53.000,3626.00,51.000,,,,62.20,56.50,,,3.80,Faceted,Pointed,,15.50,35.00,43.00,40.90,,IDEAL CUT ROUND BRILLIANT,MUMBAI,3478.000,5251.780
229-9A,G,PR,0.30,F,VVS2,EX,EX,VG,N,N,3.75 - 3.68 * 2.60,GIA,2347911053,,1020.000,40.000,1054.00,38.000,,,,70.50,73.00,,,,Faceted,NON,,,,,,GIA 2347911053,,MUMBAI,1020.000,306.000
241-47A,G,OV,1.01,M,VS2,EX,EX,VG,N,N,7.65 - 5.70 * 3.63,GIA,1358156531,,1180.000,41.000,1220.00,39.000,,,,63.70,59.00,,,,Faceted,NON,,,,,,GIA 1358156531,Clouds are not shown. Additional pinpoints are not shown.,MUMBAI,1180.000,1191.800
222-170A,G,OV,0.50,H,VVS1,G,EX,G,F,N,6.16 - 4.22 * 2.79,GIA,2344719648,,1300.000,48.000,1350.00,46.000,,,,66.00,58.00,,,,Faceted,NON,,,,,,GIA 2344719648,,MUMBAI,1300.000,650.000
214-9A,G,MQ,0.90,H,SI2,EX,EX,VG,N,N,10.21 - 4.97 * 2.91,GIA,6342723379,,1980.000,45.000,2052.00,43.000,,,,58.50,60.00,,,,Faceted,NON,,,,,,GIA 6342723379,,MUMBAI,1980.000,1782.000
229-80A,G,RBC,0.30,K,VS2,EX,EX,EX,F,N,4.30 - 4.27 * 2.67,GIA,6342954899,,767.000,41.000,793.00,39.000,,,,62.30,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.20,GIA 6342954899,,MUMBAI,767.000,230.100
227-20A,G,PR,1.01,I,SI2,G,EX,VG,N,N,5.48 - 5.23 * 4.03,GIA,7348816618,,1482.000,61.000,1558.00,59.000,,,,77.10,68.00,,,,Faceted,NON,,,,,,GIA 7348816618,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,1482.000,1496.820
237-70A,G,RBC,0.41,F,SI1,EX,EX,EX,M,B,4.75 - 4.72 * 2.97,GIA,7351259029,,1344.000,36.000,1386.00,34.000,,,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 7351259029,,MUMBAI,1344.000,551.040
237-98A,G,EM,0.50,E,VVS1,EX,EX,VG,M,B,5.03 - 3.83 * 2.60,GIA,3355119710,,1440.000,55.000,1504.00,53.000,,,,67.90,59.00,,,,Faceted,NON,,,,,,GIA 3355119710,,MUMBAI,1440.000,720.000
231-229A,G,RBC,0.30,J,VS2,G,EX,VG,F,N,4.12 - 4.07 * 2.71,GIA,7351230181,,660.000,56.000,690.00,54.000,,,,66.10,58.00,,,6.50,Faceted,NON,,17.00,39.00,42.50,40.60,GIA 7351230181,,MUMBAI,660.000,198.000
228-231A,G,RBC,0.33,J,VVS2,EX,EX,EX,F,N,4.46 - 4.44 * 2.78,GIA,7351080282,,867.000,49.000,901.00,47.000,,,,62.40,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.20,GIA 7351080282,,MUMBAI,867.000,286.110
238-221A,G,RBC,0.30,K,VVS2,EX,EX,VG,S,B,4.27 - 4.23 * 2.68,GIA,2357143160,,615.000,59.000,645.00,57.000,,,,63.00,56.00,,,4.00,Faceted,NON,,16.00,35.50,43.00,40.80,GIA 2357143160,,MUMBAI,615.000,184.500
237-4A,G,RBC,0.50,D,VS2,G,EX,VG,N,N,4.92 - 4.86 * 3.22,GIA,6351085542,,1596.000,58.000,1672.00,56.000,,,,65.90,58.00,,,6.00,Faceted,NON,,17.00,38.50,43.00,41.00,GIA 6351085542,,MUMBAI,1596.000,798.000
225-163A,G,RBC,0.50,I,SI2,EX,VG,VG,M,B,5.08 - 5.04 * 3.18,GIA,5353040274,,1071.000,49.000,1113.00,47.000,,,,62.70,56.00,,,3.50,Faceted,NON,,15.00,34.50,44.00,41.40,GIA 5353040274,,MUMBAI,1071.000,535.500
232-139A,G,RBC,0.30,I,VS2,G,EX,VG,N,N,4.12 - 4.08 * 2.70,GIA,1359241669,,918.000,46.000,952.00,44.000,,,,66.00,57.00,,,6.50,Faceted,NON,,18.00,39.50,41.50,39.80,GIA 1359241669,,MUMBAI,918.000,275.400
220-163A,G,RBC,0.32,J,VS1,EX,EX,EX,N,N,4.44 - 4.43 * 2.73,GIA,5343752580,,1088.000,32.000,1120.00,30.000,,,,61.50,52.00,,,3.00,Faceted,NON,,15.50,33.00,43.00,40.80,GIA 5343752580,,MUMBAI,1088.000,348.160
